yorum,product_name,Kategori
"272**02 t. C. Kimlik Numarası adına 90530*3*3*0* numaralı hat için sim kart değişikliği işlemi 12.01.2024 tarihinde yapılmıştır. Rızanız/bilginiz dışında ise lütfen Turkcell ile iletişime geçiniz. B003. Rızam ve bilgim kesinlikle yoktur. Acil bunun açıklamasını istiyorum. Açıklama yeterli gelmezse karakola, savcılığa başvuracağım.",Turkcell T. C. m İle Bana Ait Olmayan Hat İçin Sim Kart Değişikliği Yapılmış,Sim KART
Yasal uyarı mesajı\n238**42 T.C. Kimlik Numarası adına 905307*7**4* numaralı hat için sim kart değişikliği işlemi 12.01.2024 tarihinde yapılmıştır. Rızanız/bilginiz dışında ise lütfen Turkcell ile iletişime geçiniz.\nTarafıma başka operatörde olmama rağmen yukarıda belirttiğim şekilde mesaj gelmiştir. Konunun incelenmesi hususunu rica ederim.,Turkcell Sim Kart Değişikliği İşlemi Hakkında Bilgilendirme Mesajı Şikayeti,Sim KART
"12.01.2024 tarihinde telefonuma \yasal uyarı\ başlıklı aşağıdaki mesaj geldi;\n167**90 TCKN adına 905389**2*7* numaralı hat için ""sim kart değişikliği"" işlemi 11.01.2024 tarihinde yapılmıştır. Rızanız/bilginiz dışında ise lütfen Turkcell ile iletişime geçiniz b003.\nBenim hattım Turkcell değil ve böyle bir talebinde olmadı. Konu ile ilgili bilgilendirme talep ediyorum.",Turkcell Yasal Uyarı Mesajı!,Sim KART
E-Devlet üzerinden SIM kart aktivasyon işlemi sırasında kimlik doğrulama yapılırken telefonum kapandı. Tekrar açtığımda aynı yerden devam edemedim ve ilk adımda kaldım. Turkcelli aradım; mail atmamı istediler ancak hiçbir çözüm sağlanmadı. Lütfen hattımın aktif hale getirilmesini istiyorum. Turkcell bayisi de bir çözüm bulamadı.,Turkcell E-Devlet Üzerinden SIM Kart Aktivasyon Sorunu,Sim KART
"Hattımı Turkcelle geçiş yaptırdım. Bir hafta sonra SIM kart eve teslim edildi. Bugün üç gün oldu ve hat hala açılmadı. Aradığımda sorununuz hemen halledilecek, size dönüş yapacağız diyorlar ama ilgilenen hiç kimse maalesef yok. Bu kadar ilgisiz bir operatör görmedim.",Turkcell Hattım 3 Gündür Açılmıyor,Sim KART
Günümüz iletişim şartlarında normal sim karttan e-sim karta geçiş sürecinde 72 saat bekleme kabul edilebilir bir süre değildir. İnsanların iletişim hakkının kısıtlanmasıdır. Bu konuda acil önlem alınmalıdır. Bu durum sanırım tüm operatörler için geçerli olup birlikte hareket etmeleri gereken bir husustur.,Turkcell E-sim Kart Bekleme Süresi Hakkında,Sim KART
"6 Ocak 2024 tarihinde saat yaklaşık 19:00da Trabzon ilinin Ortahisar ilçesi Maraş Caddesinde yer alan A. Ka İletişim Turkcell bayisine giderek Kamu Tarifesi paketlerinden bir pakete geçiş için işlem yaptırdım. Sonrasında Turkcell uygulamasından daha avantajlı bir paket buldum ve öncesinde yapılan durumun iptal edilebilirliğini öğrenmek amacıyla 532yi arayarak Turkcell Müşteri Temsilcisiyle iletişime geçtim. Temsilci, başvurunun ilgili bayiden iptalini yapabileceğimi ve sonrasında hazır karta geçiş yapılarak uygulamadaki paketi alabileceğimi söyledi. Bu bilgi ile bayiye gittim ve başvuru sürecinden en geç 10-15 dakika sonra durumu ilgili görevliye anlattım. Görevli, Ben de daha önce 532de çalıştım. Oradan döndüm, böyle bir iptal yok, yapabiliyorsa onlar yapsınlar. şeklinde cevap verdi. Sonrasında zoraki olarak iptali gerçekleştirdiler ve iptal bedeli olarak 110 TL talep ettiler. Hangi bilgiye göre bu ücreti aldıklarını sorduğumda ise hat bedeli olarak yanıt verdiler ve bana fiş verdiler. Aynı gün saat 19:12de 532 numarayı arayarak durumu anlattım. Mağazanın yakınındaydım ve müşteri temsilcisi, mağaza müdürüyle görüşmemi önerdi. Mağazaya girerek müşteri temsilcisinin mağaza müdür yardımcısıyla konuşmasını sağladım. Mağaza müdür yardımcısı, Turkcell süreçlerinde böyle bir ödemenin olmamasına rağmen hat ücreti aldıklarını savundu. Müşteri temsilcisi, süreçte olmadığı şekilde firma kendi isteğine göre bir ücret almış olduğunu ve elimdeki belgelerle şikayetimi iletmemi söyledi. Aynı caddede yer alan iki farklı Turkcell mağazasına giderek durumu anlattım. Bayilerden biri bu durumun yanlış olduğunu, diğeri ise böyle bir durumun asla olamayacağını belirtti. Bu durum beni psikolojik ve maddi olarak zarara uğrattı. İlgili kişilerden ve kurumdan şikayetçi olmak üzere ülkemizin mahkemelerine başvuruda bulunacağım. Ekte 110 TL alındığına dair fiş ve sim kart görüntüsü bulunmaktadır. Gereğinin ivedilikle yapılmasını ve tahsil edilen 110 TLnin faiziyle tarafıma ödenmesini talep ediyorum.",Turkcell Bayiden İşlerine Göre Para Çekimi,Sim KART
"Turkcell hattım bir anda çalışmamaya başladı. SIM kartını başka bir telefona taktım, orada da okumuyor, çok şikayetçiyim. Sürekli hat yenileyerek ücret talep etmelerinden rahatsızım. Bu durum devam ederse şikayetçi olacağım ve hattımı başka operatöre taşıyacağım.",Turkcell Sim Kartı Çalışmıyor,Sim KART
"Turkcell Superbox GO kullanıcısıyım. Cihazımda 4 ışık sabit şekilde yanıyor ve internet yok. Müşteri hizmetlerini aradım, anlayan bir kişi bile yok. Kime bağlandıysam, Sizi başka bir müşteri temsilcisine bağlayacağım deyip birbirleri arasında paslaşıyorlar ama sonuç yok. En sonunda bayiye gitmemi söylediler. Ben de Osmaniyedeki bayisine gittim. Ne yazık ki orada da anlayan çıkmadı, bir çözüm dahi sunamadılar. Yeni hat verelim dediler, 160 TLye. Lakin ben de Ya cihazda sıkıntı varsa ne olacak? dedim. Bilemeyiz dediler. Servis burada yok, Adanada dediler ve hiç yardımcı olmadılar. Ben de durum böyle olunca hattı iptal ettirdim. Sonra müşteri hizmetlerinden beni aradılar, servise gönderebilmem için hattı yeniden açtırmam gerektiğini söylediler. Tamam da ben açtırmak istemiyorum. O cihazı ben sizden parayla satın aldım, siz servise gönderin, cihaza baksınlar, sıkıntı olup olmadığını söylesinler. Hepsi bu kadar. Cihazda sıkıntı yoksa hattı o zaman alırım. Günlerdir hiçbir çözüm bulamadılar. Sattıkları ürünün arkasında durmuyorlar. Sorunumun çözülmesini, cihazımın servise gönderilmesini talep ediyorum.",Superbox GO Cihazı Sorunu Turkcell Çözümsüzlüğü,SuperBox
Turkcell Superboxumuzun haftalardır neti yok. İlgilenilmesi için dilekçe yazdık ama hala netice yok. Adımıza Tekirdağ Turkcell faturalı hat açtı Superbox bu şekilde alınıyor diye sonra bu hattı kapattı. Bu yaptığı yanlıştan dolayı bize ek Superbox un dışında ek fatura çıktı. Arıyoruz ilgilenilecek diyorlar fakat hala netimiz gelmedi,Turkcell Superbox Net Yok,SuperBox
Turkcell Superbox taahhüt sürem doldu iptal etmek istiyorum. İptal etmemek için elinden gelen her zorluğu yapıyorlar. En son tüm şirket evraklarını faks gönderin dediler faza itiraz edince h*******@turkcell.com.tr Mail atın dediler. Maili attık gelen şey alıcı Mail kutusu dolu olduğundan Mail iletilmemiştir. Abonelik açarken peşimizden koşan bayiler satış elemanları iş iptale gelince devlet dairesi gibi oradan oraya bizi gönderiyorlar. İletişime geçilip hattımın iptal edilmesini istiyorum.,Turkcell Superbox İptal,SuperBox
"Turkcell Superbox biter bitmez aradım, abartmıyorum, 2 saat kimseye ulaşamadık. Aramayı kapattım ve 77 tuşladım. Bilmeyenler için İngilizce devam ettim. 10 saniye sonra müşteri temsilcisi çıktı ama Türk değil, yabancı konuşuyordu. Superboxı da kafalarına göre yenilemişler. Yazık ki ne yazık, yaptıkları tam anlamıyla terbiyesizlik.",Turkcell Superbox Müşteri Hizmetleri Sorunu,SuperBox
"Yaklaşık olarak 5 yıldır Turkcell Süper Box kullanıcıyım ve asla memnun değilim, Turkcell pişmanlıktır, gün içerinde defalarca arayı ulaşıp sorunu anlatmaya çalışsam da verdikleri her numaralar sala çözüm odaklı değildi. İptal ettirip yaşadığım mağduriyet adına her şeyi yapacağım... Müşteriye yardımcı olmak bu denli zor olmamalı... Ulaştırıp sorunun çözüleceğini bildirdiğiniz link bile sorunlu, Allahımmm...",Turkcell Pişmanlıktır Nokta Net.,SuperBox
"Superbox bağlantı hızı ile ilgili problem yaşıyorum. Turkcell müşteri hizmetlerine bağlanmak için aradığımda makine bir şeyler satmak için konuşuyor sonra da döngüye giriyor. Bir insanla konuşmak mümkün değil, yazılı olarak yaptığım şikayetler de dikkate alınmıyor. Bunun kasıtlı olarak yapıldığını düşünüyorum. Üstelik Superboxı kendi kayıtlı adresimde kullanmama rağmen kutu kayıtlı yerde değil deyip kapatıyor. Eğer müşteri hizmetlerine ulaşamayacaksak müşteri hizmetleri numarası ne için var? Bir kurumun bu kadar düşmesi çok şaşırtıcı.",Turkcell Superbox Bağlantısı Sürekli Kesiliyor,SuperBox
"Turkcell firmasından Superonline hizmeti sağladık ve ardından bize Superbox gönderdiler. Modemi kullandık ve hizmeti iptal etmek istedik. Superboxı Adanada Superonline bayisine (Pınar Mahallesi 74198 Sokak, Gözde Apartmanı Apt. No: 3A Seyhan / Adana) gönderilmesi istendi. Ürünü kargo firmasına verdik ve 2 gün içerisinde teslim edildi. Fakat ürünün Superonline bayisine teslim edilmediği hakkında tarafımıza mesaj atılmıştır. Tüm dekontlar ve belgeler elimizde olmasına rağmen Turkcellin ürün teslim edilmediği hakkındaki beyanına göre hesabımızdan 1.158,09 TL çekilmiştir. Bu konu hakkında yardımlarınızı beklemekteyiz.",Turkcell Superbox Ürününü Teslim Etmemize Rağmen Teslim Edilmemiş Görünüyor,SuperBox
"Uzun zamandır Turkcell Superboxın 5300***290 abone numaralı üyesiyim. Faturam 700 küsur gelirken tarafıma herhangi bir mesaj veya arama yolu ile bilgilendirme yapılmadan tarifem bittiği için son 2 ya da 3 aydır 2000 küsur fatura ödemek zorunda kaldım. Abonelik kurumsal olduğu için aboneliğimi aktif ederken gerekli evraklarımı, kaşemi ve imzalarımı vermiştim. Kurumsal mağazaya uzak olduğum için gidemiyorum. Müşteri hizmetlerini iptal etmek için aradığım zaman ise bana kurumsal mağazaya gitmem gerektiğini veya abone olurken sunduğum şirket evraklarını bana mail adresi göndereceklerini, tekrardan oraya göndermem gerektiğini, öyle iptal edeceklerini, aksi halde hiçbir şekilde iptalin söz konusu olmadığını söylediler. Şu an için kurumsal bir mağazaya gidemiyorum ve şirket evraklarım yanımda değil. Turkcell beni çok mağdur etti. Çok mağdurum, maalesef ki beni yüksek fatura ödemeye zorunda bırakıyorlar...",Turkcell Beni Mağdur Etti Ve Etmeye Devam Ediyor,SuperBox
Turkcell Superbox müşterisiyim. Bağlantı sorunu yaşıyorum. Arıza kaydı oluşturmak istedim. Müşteri hizmetlerine hiçbir şekilde ulaşamadım. Denemediğim yol kalmadı. Lütfen bilen bir yetkili tarif etsin. Kimlik numaram ve şifrem ile Turkcellden aldığım tüm ürün ve hizmetlere erişebilmek istiyorum. Kaç yıl sonra bu uygulama hayata geçirilecek? Koskoca Turkcelle yakışmıyor...,Turkcell Superonline Müşteri Hizmetlerine Ulaşabilene Ödül Verilsin!,SuperBox
"Superbox ürünü başvuru iptali yapmıştım. Müşteri hizmetleri arayıp cihazı Turkcell mağazalarına bırakmanız gerekiyor diye bilgilendirme yaptılar. Turkcell mağazasına gittiğimde başvuru iptalinin onaylanmadığından bahsediyorlar. Müşteri temsilcilerinin yaptığı hatalardan dolayı mağdur ediliyoruz. Ayrıyeten yetmiyor, müşteri temsilcilerin özensiz, ilgisiz, saygısız davranışlarına maruz kalıyoruz. Ürünü alırken gayet ilgililer ama iptal ederken saygısız, özensiz tavırlarına maruz kalıyoruz. Gaziantep Royal Otel yanı Superonline Turkcell mağazasında sorumlu kişinin saygısız, özensiz tavırları da oldukça rahatsız ediciydi. Gereğinin yapılması rica edilir, acilen.",Turkcell Superbox Müşteri Hizmetleri Temsilcileri,SuperBox
"Turkcell Superboxdan şikayetçiyim: 1. Ncisi- 17.07.2024te tarifemi yükseltip 300 GB + 50 GB hediye aldım! 3 gün içinde 50 GB bitti! Ve 23.07.2024 yani tekrar 300 GBım 225 GBa düşmüş, 3 günden bahsediyoruz. Nasıl olur bu... Günlük Youtube.com, WhatsApp gibi uygulamaları kullanan bir insanım, basit şeyler, film izleme falan nadir ama ne hikmetse 6 gün içinde 125 GB gitti. Şikayetçiyim. Superboxtan insanları yanıltıyor tarifeler ile. Ben 7-8 yıldır fatura ödüyorum, 3-4 fatura Turkcelle ödüyorum, insanları yanıltıyorlar. Daha yüksek tarifelere geçsin diye... Müşteri hizmetlerine bağlanıyorum zorlukla ve dedikleri şu: bir şey yapamazlarmış... Yok, ben tüm telefon hatlarımı, sabit internetimi ve Superboxu iptal edip başka kuruma geçireceğim. Her ay neredeyse 3000-4000 TL fatura ödüyorum. Tarifelerim Platinum tarifeler yani... Tüketici Haklarına şikayette bulunacağım. Yazılı bir şekilde bu hafta içinde yapacağım net. Turkcell ve Superbox insanları yanıltıyor ve... Siz anlayın artık, hepsini iptal edeceğim, bu saatten sonra Turkcelle tek kuruş ödemem net... Müşteri hizmetleri açıklama bile yapamıyor, biliyorlar da işte neyse... İnternet çok çok hızlı bitiyor... Şikayetçiyim...",Turkcell Ve Superbox Dan Şikayetçiyim...,SuperBox
"Turkcell Superbox ürününden ve hizmetinden memnun değilim. Yaşadığım sorunla ilgili Turkcelli 7 kere aramama rağmen hiçbir şekilde müşteri temsilcisine bağlanamıyorum. Sistem tarifemi yenilememe, değiştirmeme veya iptal etmeme izin vermiyor. Konuyu mahkemeye taşıyacağım ve Turkcell kullandığım ev interneti, iş interneti ve telefon hatlarını iptal edeceğim.",Turkcell Superbox İle Yaşanan Bağlantı Ve Hizmet Sorunları,SuperBox
"Superboxım ve cep telefonum bulunduğum lokasyonda çok yavaş çalışıyor ve bir çok zaman ise neredeyse hiç çalışmıyor. İnternet bağlantısı çok ama çok zayıf ve sorunlu. Daha önce müşteri hizmetlerine konu ile ilgili kayıt bıraktık, sorunumuz incelenmeden halledildi diye mesaj gönderildi. Modemi açıp kapatıyorum, cepten internete bağlanmaya çalışıyorum ama işkence gibi çalışmıyor. Sadece internet hızı da değil görüşme kalitesi de çok kötü. Adres: Çiftlikönü Mah. 419. Sk. No:6 Süleymanpaşa/Tekirdağ",Turkcell LTE Ve Superbox GO İnternet Hızı Çok Yavaş,SuperBox
"21 Temmuz Pazar günü Antalya/Boğazkent köyünde yaşanan elektrik kesintisinden dolayı Superbox cihazımız yandı. Bataryanın değişimi için başvuru yaptık. 22 Temmuz Pazartesi günü gelip değiştirileceği söylendi fakat ne gelen var ne giden. Biz sizlere güvenip sizi tercih ediyoruz. Bu nasıl bir sorumsuzluktur? İşimiz gücümüz var, bizi mağdur ediyorsunuz.",Turkcell Antalya'da Elektrik Kesintisi Sonrası Superbox Sorunu,SuperBox
Superbox var. Kapattırmak istiyorum. Ama müşteri hizmetlerine bağlanamıyorum. Lütfen tez zamanda bana ulaşılsın. Bu kadar insanı boşu boşuna uğraştıran başka bir operatör görmedim. Sürekli robot aynı şeyleri konuşuyor. Hiçbir şekilde müşteri hizmetlerine bağlanamıyorum.,Turkcell Superbox Abonelik İptali,SuperBox
"Turkcell Superbox kullanıcısıyım. 4.5G ile fiber hızda internet verecekleri vaadinde bulunan Turkcell, 3G ile bile internet veremiyor! İnternete bağlanamıyorum, WhatsApptan görüntülü arama yapamıyorum. Herhangi bir video, film izleyemiyorum. Yani internetle ilgili hiçbir şey yapamıyorum. Bu durumu Turkcelle bildirdim. Teknik servis geldi baktı. 4.5Gnin burada çekmediğini söyledi. 3Gye aldı.
O da çekmiyor. Tutanak tuttu 4.5Gnin çekmediği ile ilgili. Ben de bana vaat ettikleri hizmeti alamadığım için cayma bedeli ödemeden çıkmak istedim. Çünkü boşuna para ödüyorum, internet bir işe yaramıyor. Ya interneti iyileştirin ya da aboneliğimi iptal edin cayma bedeli ödemeden (filmleri kendi Vodafone hattımla açıyorum, donma olmadan izliyorum). Bana Turkcellin verdiği cevabı takdirinize sunarım.
Öyle bir cevap verdiler ki, ne buraya gelen teknik servisin tutanağına bakıyorlar, ne de beni anlıyorlar! Müşteri memnuniyeti sıfır! Beni anlamak ve dinlemek istemiyorlar, hemencecik konuyu kapatıp geçiştiriyorlar. Ama ben bunun peşini bırakmayacağım. Abonelik yapana kadar yalvarırlar, sonrasında ilgilenmezler.",Turkcell Çekim Sorunu,SuperBox
"Turkcell Superbox internet hızlı bitiyor. İki gündür test ediyorum Vodafone mobil internetten Netflix te 10 saate 8 bölüm dizi izledim 1.21 GB tüketti, Turkcell Superbox tan PC den Youtube.com izledim 480p de 10 saate 12 GB tüketti. Turkcell 200 TLye 50gb satacağım diye interneti hızlı bir şekilde bitiriyor.",Turkcell Superbox İnternet Hızlı Bitiyor.,SuperBox
"Asla bulaşmamanız gereken bir ürün. Hiçbir faydasını görmeyip hem cebinizden olur hem sinir küpü olursunuz. 4 aydır kullanıyorum, daha bir kere bile düzgün çektiğini hatırlamıyorum. Müşteri hizmetlerini kaç defa aradım, hiçbir şey değişmedi. Bugünlerde cayma bedelini öder kapatırım, zaten kullanamadığım için hiçbir şey değişmiş olmayacak.",Turkcell Ürün Performansından Memnun Kalmadım,SuperBox
Superbox sözleşmem bugün bitiyor. Yenileyebilmem için bilgi almak amaçlı müşteri hizmetlerini arıyorum ama 1 saattir bütün müşteri hizmetlerinin dolu olduğu söylenip bir türlü bağlanamıyoruz. İnternet sitesinde de işlem yapamıyorum. Sanırım şu an bütün ülke Superbox ile ilgili Turkcelli aramış ki ulaşamıyoruz,Turkcell Müşteri Hizmetleri Kapsama Alanı Dışında Sanırım,SuperBox
"Turkcell Superboxta o zamanlar aktif kullandığımız kotasız tarifenin sözleşmesinin bitip yeni ücretlendirmenin 1000 TL civarı olduğunu öğrenince 150 GB olan paket ile sözleşmemi yenilemek istedim. Bir süre yetkili kişiyle görüştükten sonra o tarife üzerinden anlaşıp olası bir durumda en kötü 100 GBa (1 kez paket düşürme hakkına mahsus) geçiş yaparız dedik. Konuşup kapattıktan sonra ilk ay o konuştuğumuz ücret geldi, sonraki aylarda ise ücret yavaş yavaş artmaya başladı. (Örn: 519 TL ile başladık, 623, 730, 850 gibi.) Ben tabii bunun dönemsel her şeye zam geldiği gibi pakete özel değil de bu tarz Superbox olduğundan dolayı çok üstünde durmamıştım. Annem Turkcell ile konuşmaya başladığında aslında bir taahhüdün olmadığı ve bu yüzden durmadan arttığını öğrendim. Kendilerine zaten yenileme döneminde size yeni pakete geçmek istediğimi söylediğimde bu paketle yenilemek istediğim için söyledim desem de kaçamak cevaplar verip bir gram yardımcı olmadılar. Yıllardır Superbox kullanıcısıyım ve yıllardır devam eden bir paket yenileme sürecim varken gerçekten bu yıl mı bir anda yenilememe kararı alacağım? Bu konu ile alakalı gerekirse hukuki işlemleri de başlatmaya hazırım. Umarım en kısa sürede geri dönüş yaparsınız da bu fazladan sebepsiz yere giden paranın iadesi gerçekleşir.",Turkcell Superbox'ın Sebepsiz Yere Fazla Ödeme Alması.,SuperBox
"Superbox pişmanlıktır. Doğru dürüst internet yok, sanki ağır yaralı. İndirme çok kötü, siteye giriş için 10-20 saniye aralığında bekletiyor. Bazen bağlantı kesildi diyor. Üstelik 150 GB internetim bitiyor, zaten adam akıllı kullanamıyorum. Bir de internet bitiyor, yazık ödenen paralara!",Turkcell Superbox İnternet Bağlantı Sorunları Ve Yavaşlığı,SuperBox
"Superbox iptali için müşteri hizmetlerine bağlanmaya çalışıyorum ama asla bağlanamıyorum, sürekli robotla devam ediyorum. Buna bir çözüm bulunması lazım çünkü her şeyi bir robotla numara basarak halledemiyoruz. Bir türlü Superboxu iptal ettiremedim ve her ay boşu boşuna para ödüyorum.",Turkcell Pişmanlıktır Tavsiye Edemiyorum,SuperBox
Turkcell Superbox kullanıcısıyım. Oturduğum binada altyapı olmadığı için 400Gb limitli Superbox bağlattım. 4.5G hızında internet alacağım söylendi ama ortalama 8-10 Mbit hız ancak alıyorum. Çekimde herhangi bir sorun yok. Turkcell hatlı telefondan mobil internetin hız testini yaptığımda da herhangi bir sorun yaşamıyorum. Ama Superbox ile bağlantı gerçekleştirdiğimde ortalama 10mbit ancak alıyorum en fazla hız 20 yi görüyor bazen. Müşteri temsilcisi ile görüştüğümde müşteri temsilcisi beni suçluyor ve bu hızın normal olduğunu söylüyor. İnternetin satışı yapılırken bu şekilde söylenmeyip 4.5G hızı verdiğini söyleyen Turkcell sattıktan sonra ortalama 10 Mbit hızı yeterli görüyor.,Turkcell Superbox Ortalama 10 Mbit Hız Veriyor.,SuperBox
"Turkcell Superbox ile bazı internet sitelerine giriş yapamıyorum?
Diğer internet sağlayıcılar ile girebildiğim legal ve önemli bazı sitelere (Slack) Turkcell ile giremiyorum. Teknik bir arızaysa da hemen şimdi müdahale edilmek zorunda. Müşteri hizmetleri ile görüştüm sorun yok diyorlar ama basit bir Google aramasıyla daha önce benzer sorun yasayan bir çok kullanıcı gördüm.",Turkcell Superbox Slack Sorunu,SuperBox
"Merhaba, Turkcell Superbox kullanıcısıyım. Bağlantı hiz problemleri sebebiyle çok sayıda müşteri hizmetleri aramamın ardından Turkcell ücretsiz modem değişikliği yapacağını söyledi ve nisan ayında yetkili teknik servis gelip modemi değiştirdi, eskisini götürdü. Bir süre sonra Turkcell finans bölümü modem ücreti için beni aramaya başladı (1200 TL). Durumu anlattım, biz bilemeyiz bizde alacak görünüyor, 532den müşteri temsilcisi ile görüşüp çözdürün dediler. Dediklerini yaptım ve 165905567 numaralı şikayetimin üzerinden 2 ay süre geçti. Maalesef Turkcell den geri dönüş alamıyorum. Arada ben arıyorum, temsilci acil diye belirttim diyor ama yine sonuç yok ve öte yandan alacaklarını aktardıkları finans kurulusu Collecturk firmasi 1200 TL modem ücreti için haciz başlatacağız diye sürekli arıyor. Oysa modem Turkcellde, bir hata var ve Turkcell kaç aydır sorunu çözmedi. Lütfen yardımcı olur musunuz",Turkcell Haksız Turkcell Superbox Modem Ücreti İsteği Ve Çözülmeyen Durum,SuperBox
"Turkcell Superbox paketim 250 GB Mayıs 2023 yılında aylık ödemesi 340 TL olan fiyatı 910 TLye çıkardılar. Neden diye sorduğumda müşteri hizmetlerine Turkcellin fiyat politikası cevabını aldım. Yıllık yüzde yetmiş enflasyon olan ülkemde yüzde 300 zam nedir? İnternet artık mecburi ihtiyaç sayılan ülkede insanların bu şekilde kartele dönüşen şirketlerin eline bırakılmaması lazım. Tabii ki Turkcelli bıraktım ve bence herkesin tepki olarak bırakması lazım, yoksa seneye 3000 lira isterler.",Turkcell Yüzde 300 Zam Yaptı,SuperBox
"Turkcellden 2 kurumsal telefon hattımız bir kurumsal bir de bireysel Superbox ürünümüz var. 2 senedir bunları aynı bölgede kullanıyoruz ve son 4 aya kadar bir problem yaşamadık. Son 4 aydır Turkcellden neredeyse hiç hizmet alamıyoruz. İnternetimiz 0.96 Mbps download hızında ki bu mail bile yazıp göndermeme yeterli olmuyor. Upload hızı 1 Mbps. 4 aydır her hafta en az 2 kere şikayet/talep kaydı oluşturuyorum. Hiçbir çözüme ulaşamıyoruz. 3 gündür telefon ve internetimiz hiç yok, Edge ile iki çubuk ya da 3G tek çubuk çekiyor. 4 ay önceki Turkcellin çekim gücüne neden ulaşamıyoruz ve neden kimse bu talebimizi dikkate almıyor?",Turkcell İle 4 Aydır Yaşadığımız Şebeke Sorunu,SuperBox
"Superboxım ve cep telefonum bulunduğum lokasyonda çok yavaş çalışıyor ve bir çok zaman ise neredeyse hiç çalışmıyor. İnternet bağlantısı çok ama çok zayıf ve sorunlu. Adresim: İzmir Karaburun Mordoğan Mah Kamukent sitesi, 604 sokak. Modemi açıp kapatıyorum, cepten internete bağlanmaya çalışıyorum ama işkence gibi çalışmıyor.",Turkcell İnternet Şebeke Şikayeti,SuperBox
"Genel olarak Superboxtan memnunum, zannediyorum 2 senedir de kullanıyorum. Şu an faturam 314 TL. Beni geçenlerde arayıp size teklifimiz 1000 TL dediler. Bu beni çok şaşırttı. Daha makul fiyat beklerdim. Enflasyon yüzde 70-80 iken bu nasıl fiyat artışıdır anlamadım. Daha uygun bir teklif yapmalarını rica ediyorum!",Turkcell Fahiş Fiyat Artması,SuperBox
"8 Temmuz 2024te Super Box başvurusu yaptım, bütün işlemleri tamamladık, doğrulama kodu 1961180 B001. Bir yetkilinin arayıp modemi getireceğini söyledi. N*** Hanım 0850 533 3301. Bugün 20 Temmuz 2024. N*** Hanım ile 4 defa konuştum, hep aynı boş sözler ama hiçbir icraat yok. Çok sıkıntılı bir durum, lütfen ilgilenen var mıdır Turkcell camiasında. Kopya: Sayın Genel Müdür E*** E****e gönderilecektir.",Turkcell Super Box Teslimatı,SuperBox
"Bugün Turkcellden gelen mesaj görselde gözüktüğü gibi okuyunca Turkcell Müşteri Hizmetlerini aradım, hat şikayetimi dile getirdim. Superboxa aktaracağımı söyledi ve hat düştü. Sonra 532 aradı, M**** Hanım diye biriyle görüştüm, durumu aktardım. Benim talebim olmadan böyle bir işlem yapamazsınız dedim. T.C. kimlik numaramı istedi, sorguladı ve hattınızda böyle bir tanım yok, başkasına atılması gereken mesaj size gelmiş dedi. Eğer faturama yansıması halinde mahkemeye başvuracağımı söyledim. M**** Hanım, bizim sözümüz nettir, her şey kayıt altında dedi.",Turkcell Superbox Talep Etmeden Hattıma Tanımlaması 😡😡😡,SuperBox
"10.07.2024 tarihinde aldığım Superbox paketim, 20.07.2024 tarihinde 200 GB internetimin bittiğini bildirerek kısıtlama yaptı. 1200 TL ödediğim internet neden bu kadar hızlı bitebilir? Turkcelle hiç yakışmadı. Bütün aboneliklerimi iptal edeceğim. Yazık.",Turkcell Hızla Tükenen Superbox İnternet Paketi,SuperBox
"Sivas Divriğide bulunduğum konumda 4G çekmesine rağmen internetiniz aşırı yavaş. Hem mobil hem de Superbox kullanıcısıyım. İkisinin de hızından memnun değilim. Özellikle gündüz vakitleri neredeyse katlanılmaz bir hal alıyor. Aynı zamanda konuşma kalitesi de çok cızırtılı, karşı tarafın ne dediği anlaşılmıyor. Bu yüzden genellikle internet üzerinden konuşmaya çalışıyorum.",Turkcell Mobil İnternet Aşırı Yavaş,SuperBox
"Turkcell Kurumsaldan aldığımız Superbox adaptörü çalışmamaktadır. Konu ile ilgili olarak telefon ile görüşmemize rağmen bir çözüm sunulmuyor. Bu sebepten ötürü işlerimizin aksamasına, maddi ve manevi olarak kayıp yaşamamıza sebep oluyorlar. Bir an önce gerekenin yapılmasını bekliyoruz.",Turkcell Superbox Sorunumu Çözmüyor,SuperBox
"Turkcell Superbox i 2 seneden beri kullanıyoruz. Yenileme zamanı geldiği için Turkcell in yeni verdiği fiyat mevcutta ödediğimizin tam %367 üzerinde. Bu kadar bir artışın, enflasyonun %70-80 olduğu bir ortamda nasıl hesaplandığını sorduğumuzda bir cevap alamadık. Hala Turkcellin konu ile ilgili dönmesini bekliyoruz. Satış temsilcisi fiyatlara yeniden bakıp döneceğini söylemesine rağmen bir haftadır geri dönüş alamadık. Biz Turkcell i aradığımızda hiçbir şekilde müşteri temsilcisi ile canlı görüş sağlanmıyor. Sadece bant kaydı dinleniyor. Mevcut durumda ne Superbox i iptal edebiliyoruz ne de yenileyebiliyoruz. Kendisini dünya şirketi dünya markası olarak tanımlayan bir şirketin servis, müşteri ilişkileri bu kadar kötü, zayıf ve ilgisiz olabilir. Uyguladığı fahiş fiyatların ülkedeki enflasyonu bu kadar arttırması konusunda yetkililerin hiçbir müdahalesi olmaması da oldukça düşündürücü","Turkcell Superbox Fahiş Fiyat, Müşteri Temsilcilerinin Geri Dönmemesi",SuperBox
